inn;year;ROA_par;Z_A_par
0107031227;2021;1,0359497477531987;0,05068019139644725
0107031227;2022;1,0349019905151704;0,04877078859235115
0107031227;2023;1,0360938777867805;0,049071421581752234
0107031227;2024;1,0353579705516425;0,04890327319086754
0107031227;2025;1,0354868042081433;0,04890327319086754
0219005673;2012;-0,0021;0,10423684892459187
0219005673;2014;-0,0197;0,8694915254237288
0219005673;2015;-0,0384;0,3688888888888889
0219005673;2016;-0,0368;0,5452408316790304
0219005673;2017;-0,0174;0,6216297383876135
0219005673;2018;0,7018;0,5272862221180515
0219005673;2019;-0,163;0,6202998846597463
0219005673;2020;-0,1625487130526426;0,6329486477872158
0219005673;2021;-0,15955025224680136;0,6162723464545187
0219005673;2022;-0,16059800948482966;0,6143629436504225
0219005673;2023;-0,1594061222132196;0,6146635766398236
0219005673;2024;-0,16014202944835756;0,614495428248939
0219005673;2025;-0,1600131957918568;0,614495428248939
0224950369;2015;-0,0306;0,2210645687150046
0224950369;2018;-0,0082;0,002425424849143905
0224950369;2019;0,0005;0,01379044391216264
0224950369;2020;0,0009512869473573969;0,026439207039632182
0224950369;2021;0,00394974775319863;0,009762905706935058
0224950369;2022;0,0029019905151703267;0,007853502902838958
0224950369;2023;0,00409387778678039;0,008154135892240042
0224950369;2024;0,0033579705516424306;0,00798598750135535
0224950369;2025;0,003486804208143209;0,00798598750135535
0225010632;2012;0,0236;0,7514638096424567
0225010632;2013;0,0793;0,768344709897611
0225010632;2014;0,0565;0,5694045974568767
0225010632;2015;-0,0491;0,609283008534526
0225010632;2016;0,0068;0,6507013916056559
0225010632;2017;0,0351;0,3209005055804636
0225010632;2018;0,0259;0,3635307781649245
0225010632;2019;0,0082;0,2225743006993007
0225010632;2020;0,008651286947357398;0,23522306382677025
0225010632;2021;0,01164974775319863;0,21854676249407312
0225010632;2022;0,010601990515170327;0,21663735968997702
0225010632;2023;0,01179387778678039;0,2169379926793781
0225010632;2024;0,01105797055164243;0,2167698442884934
0225010632;2025;0,011186804208143209;0,2167698442884934
0229013994;2017;0,0009;0,7327437446074202
0229013994;2018;0,0742;0,17447751741608614
0229013994;2019;-0,0905;0,14576271186440679
0229013994;2020;-0,0900487130526426;0,15841147499187633
0229013994;2021;-0,08705025224680137;0,1417351736591792
0229013994;2022;-0,08809800948482967;0,1398257708550831
0229013994;2023;-0,08690612221321961;0,1401264038444842
0229013994;2024;-0,08764202944835757;0,1399582554535995
0229013994;2025;-0,08751319579185679;0,1399582554535995
0242008288;2012;-0,0101;0,9353392298318582
0242008288;2013;0,0118;0,9173779524413144
0242008288;2014;0,0156;0,8902363362122045
0242008288;2015;0,0225;0,838526978185946
0242008288;2016;0,0188;0,8838898417365422
0242008288;2017;0,007;0,8909951588309474
0242008288;2018;0,0111;0,6965529802446545
0242008288;2019;0,0196;0,5246210542113425
0242008288;2020;0,020051286947357395;0,5372698173388121
0242008288;2021;0,023049747753198627;0,5205935160061149
0242008288;2022;0,022001990515170322;0,5186841132020188
0242008288;2023;0,023193877786780386;0,5189847461914199
0242008288;2024;0,022457970551642427;0,5188165978005352
0242008288;2025;0,022586804208143206;0,5188165978005352
0242011202;2014;0,0;0,6911059512392106
0242011202;2015;-0,0003;0,9804224139740925
0242011202;2016;0,0068;0,9221390650396121
0242011202;2017;0,0003;0,30021344608188566
0242011202;2018;0,0243;0,6858488614782919
0242011202;2019;0,0012;0,8485087841234908
0242011202;2020;0,0016512869473573968;0,8611575472509604
0242011202;2021;0,004649747753198629;0,8444812459182632
0242011202;2022;0,003601990515170326;0,8425718431141671
0242011202;2023;0,004793877786780389;0,8428724761035682
0242011202;2024;0,00405797055164243;0,8427043277126836
0242011202;2025;0,004186804208143208;0,8427043277126836
0245003190;2012;0,0075;0,2520970619020241
0245003190;2013;0,0029;0,39925951651513836
0245003190;2014;0,0022;0,4415918227952763
0245003190;2015;0,0004;0,6292954158377582
0245003190;2016;0,0008;0,6770232909566521
0245003190;2019;0,004;0,16598819900695844
0245003190;2020;0,004451286947357397;0,17863696213442798
0245003190;2021;0,00744974775319863;0,16196066080173085
0245003190;2022;0,006401990515170326;0,16005125799763475
0245003190;2023;0,00759387778678039;0,16035189098703584
0245003190;2024;0,00685797055164243;0,16018374259615115
0245003190;2025;0,0069868042081432085;0,16018374259615115
0245012243;2013;0,1606;0,07531787268195834
0245012243;2014;0,069;0,5885426933985469
0245012243;2015;0,1075;0,6256927843168579
0245012243;2016;0,1212;0,4566330521112513
0245012243;2017;0,0963;0,15676979668128113
0245012243;2018;0,0912;0,08758831770008527
0245012243;2019;0,0016;0,14720284155778257
0245012243;2020;0,0020512869473573968;0,1598516046852521
0245012243;2021;0,00504974775319863;0,143175303352555
0245012243;2022;0,004001990515170326;0,1412659005484589
0245012243;2023;0,0051938777867803895;0,14156653353785997
0245012243;2024;0,00445797055164243;0,14139838514697528
0245012243;2025;0,004586804208143208;0,14139838514697528
0245017442;2014;0,0004;0,9465504548378632
0245017442;2016;0,0457;0,7270185751309376
0245017442;2017;-0,2745;0,6434694407679081
0245017442;2018;0,0335;13,165925925925926
0245017442;2019;0,1711;11,836513157894737
0245017442;2020;0,1715512869473574;11,849161921022207
0245017442;2021;0,17454974775319865;11,832485619689509
0245017442;2022;0,17350199051517035;11,830576216885413
0245017442;2023;0,17469387778678042;11,830876849874814
0245017442;2024;0,17395797055164244;11,83070870148393
0245017442;2025;0,1740868042081432;11,83070870148393
0245952631;2016;-0,1835;0,4817600601729974
0245952631;2017;-0,1126;0,1728718686560104
0245952631;2018;0,0223;5,653284671532846
0245952631;2019;1,765;4,810289389067524
0245952631;2020;1,7654512869473573;4,822938152194993
0245952631;2021;1,7684497477531986;4,806261850862296
0245952631;2022;1,7674019905151703;4,8043524480582
0245952631;2023;1,7685938777867805;4,804653081047601
0245952631;2024;1,7678579705516424;4,804484932656716
0245952631;2025;1,7679868042081432;4,804484932656716
0252000048;2012;-0,0075;0,10192913377927093
0252000048;2013;-0,0304;0,0721586227572948
0252000048;2014;-0,0635;0,07633711457278988
0252000048;2015;-0,0134;0,1286194353245933
0252000048;2016;-0,0115;0,1063144264604873
0252000048;2017;-0,01;0,021931395168070314
0252000048;2018;-0,0387;0,018595106869995406
0252000048;2019;-0,0286;0,06649266102447636
0252000048;2020;-0,028148713052642604;0,0791414241519459
0252000048;2021;-0,025150252246801372;0,06246512281924878
0252000048;2022;-0,026198009484829678;0,06055572001515268
0252000048;2023;-0,025006122213219614;0,06085635300455376
0252000048;2024;-0,025742029448357573;0,06068820461366907
0252000048;2025;-0,025613195791856794;0,06068820461366907
0253011050;2012;-0,0894;0,6002769111816375
0253011050;2013;0,0446;0,43364600326264274
0253011050;2014;0,0049;0,47852091529703034
0253011050;2015;-0,0045;0,3569785004003933
0253011050;2016;-0,1526;0,5266590304463494
0253011050;2017;-0,1443;0,6902199956436507
0253011050;2018;-0,08;0,7509629003801903
0253011050;2019;-0,0357;0,7654295985013417
0253011050;2020;-0,035248713052642607;0,7780783616288113
0253011050;2021;-0,03225025224680137;0,7614020602961141
0253011050;2022;-0,03329800948482967;0,759492657492018
0253011050;2023;-0,03210612221321961;0,7597932904814191
0253011050;2024;-0,03284202944835757;0,7596251420905344
0253011050;2025;-0,03271319579185679;0,7596251420905344
0253014741;2012;0,0406;0,5667968798136761
0253014741;2013;0,0478;0,3575074025549791
0253014741;2014;0,0279;0,4087289894333286
0253014741;2015;0,0122;0,47770040138383557
0253014741;2016;0,0055;0,08796123065074526
0253014741;2017;0,0107;0,21092300897983218
0253014741;2018;0,0541;0,3353374233128834
0253014741;2019;0,3464;0,1346698769921216
0253014741;2020;0,3468512869473574;0,14731864011959114
0253014741;2021;0,3498497477531986;0,13064233878689402
0253014741;2022;0,3488019905151703;0,12873293598279792
0253014741;2023;0,34999387778678037;0,129033568972199
0253014741;2024;0,3492579705516424;0,1288654205813143
0253014741;2025;0,3493868042081432;0,1288654205813143
0255008655;2012;0,0085;0,009985468907187302
0255008655;2013;0,0132;0,010412478893623863
0255008655;2014;0,0077;0,025061051283077784
0255008655;2015;0,0002;0,030643055328872206
0255008655;2016;0,0108;0,06820396232543033
0255008655;2017;0,2108;0,025205776826363553
0255008655;2018;0,0025;0,030917477279992694
0255008655;2019;0,0151;0,11221714219572893
0255008655;2020;0,015551286947357398;0,12486590532319847
0255008655;2021;0,01854974775319863;0,10818960399050134
0255008655;2022;0,017501990515170325;0,10628020118640524
0255008655;2023;0,01869387778678039;0,10658083417580633
0255008655;2024;0,01795797055164243;0,10641268578492163
0255008655;2025;0,01808680420814321;0,10641268578492163
0255009634;2012;0,0063;0,03562214808527803
0255009634;2013;0,004;0,004901960784313725
0255009634;2014;0,1039;0,13224782109316938
0255009634;2015;0,0811;0,19734904270986744
0255009634;2016;0,0919;0,0027154046997389034
0255009634;2017;0,1561;0,011486112648002656
0255009634;2018;0,2161;0,06494234559595888
0255009634;2019;0,1206;0,1788941217512646
0255009634;2020;0,1210512869473574;0,19154288487873414
0255009634;2021;0,12404974775319863;0,174866583546037
0255009634;2022;0,12300199051517033;0,1729571807419409
0255009634;2023;0,1241938777867804;0,173257813731342
0255009634;2024;0,12345797055164244;0,1730896653404573
0255009634;2025;0,12358680420814322;0,1730896653404573
0255013119;2012;0,0017;0,4962799729452578
0255013119;2013;0,0024;0,3100686367751028
0255013119;2014;0,0034;0,41890532969400945
0255013119;2015;0,0007;0,2329964986121442
0255013119;2016;0,0873;0,14380371660859464
0255013119;2017;0,0488;0,184790824397961
0255013119;2018;0,0035;0,2307634188572328
0255013119;2019;0,049;0,3112333071484682
0255013119;2020;0,0494512869473574;0,32388207027593774
0255013119;2021;0,05244974775319863;0,3072057689432406
0255013119;2022;0,05140199051517033;0,30529636613914446
0255013119;2023;0,052593877786780395;0,30559699912854554
0255013119;2024;0,051857970551642436;0,30542885073766085
0255013119;2025;0,051986804208143216;0,30542885073766085
0257005191;2012;0,003;0,5889191194657433
0257005191;2013;0,0053;0,21132252664244008
0257005191;2014;0,0079;0,37884951752058643
0257005191;2015;0,0045;0,36425209298983147
0257005191;2016;-0,0312;0,20915528578654527
0257005191;2017;-0,0278;0,2793658616724166
0257005191;2018;-0,017;0,35690625589098646
0257005191;2019;-0,0149;0,2951441353361183
0257005191;2020;-0,014448713052642604;0,3077928984635878
0257005191;2021;-0,011450252246801372;0,29111659713089066
0257005191;2022;-0,012498009484829676;0,28920719432679454
0257005191;2023;-0,011306122213219612;0,2895078273161956
0257005191;2024;-0,012042029448357573;0,28933967892531093
0257005191;2025;-0,011913195791856793;0,28933967892531093
0257005956;2012;0,2821;0,22680084745762713
0257005956;2013;0,2706;0,30084764372611883
0257005956;2014;0,1719;0,07756285528976384
0257005956;2015;0,0635;0,08640193659513058
0257005956;2016;0,0732;0,2163952962460425
0257005956;2017;0,115;0,17615354278953596
0257005956;2018;0,0088;0,05921100859784897
0257005956;2019;0,0206;0,06656864372613655
0257005956;2020;0,021051286947357396;0,07921740685360609
0257005956;2021;0,024049747753198628;0,06254110552090897
0257005956;2022;0,023001990515170323;0,06063170271681287
0257005956;2023;0,024193877786780386;0,06093233570621395
0257005956;2024;0,023457970551642428;0,06076418731532926
0257005956;2025;0,023586804208143207;0,06076418731532926
0260011533;2012;1,769;0,10231271995977878
0260011533;2013;0,0274;0,33719852158115643
0260011533;2014;0,1003;0,5319203297008476
0260011533;2015;0,0017;0,041103689084560496
0260011533;2016;0,0007;0,04469966569610698
0260011533;2019;0,0001;0,12889495225102318
0260011533;2020;0,000551286947357397;0,14154371537849272
0260011533;2021;0,00354974775319863;0,1248674140457956
0260011533;2022;0,0025019905151703265;0,1229580112416995
0260011533;2023;0,00369387778678039;0,12325864423110058
0260011533;2024;0,0029579705516424304;0,12309049584021589
0260011533;2025;0,0030868042081432087;0,12309049584021589
0261017915;2014;0,4918;0,14731143403753003
0261017915;2015;-0,0517;0,3272171930678825
0261017915;2016;0,0484;0,2536313427237334
0261017915;2017;0,2895;0,23508228382891402
0261017915;2018;0,0193;0,41132410816300624
0261017915;2019;0,0465;0,33629150989694095
0261017915;2020;0,046951286947357396;0,3489402730244105
0261017915;2021;0,04994974775319863;0,3322639716917134
0261017915;2022;0,04890199051517033;0,3303545688876173
0261017915;2023;0,05009387778678039;0,33065520187701836
0261017915;2024;0,049357970551642434;0,33048705348613366
0261017915;2025;0,04948680420814321;0,33048705348613366
0261021573;2014;0,0122;0,243998587903036
0261021573;2015;0,0054;0,23288793959864892
0261021573;2016;0,0211;0,11784903361577227
0261021573;2017;0,015;0,14652215667444093
0261021573;2018;0,003;0,18736406007250128
0261021573;2019;0,0084;0,04503304601311788
0261021573;2020;0,008851286947357397;0,057681809140587424
0261021573;2021;0,01184974775319863;0,0410055078078903
0261021573;2022;0,010801990515170326;0,0390961050037942
0261021573;2023;0,011993877786780389;0,039396737993195284
0261021573;2024;0,011257970551642429;0,03922858960231059
0261021573;2025;0,011386804208143208;0,03922858960231059
0262002911;2012;0,1134;0,39280353200883
0262002911;2013;0,1216;0,5834657704365648
0262002911;2014;0,0871;0,41878757212337253
0262002911;2015;0,0546;0,37762502663499403
0262002911;2016;0,04;0,3355200905848025
0262002911;2017;0,0235;0,40650197797568505
0262002911;2018;0,0006;0,401226429655545
0262002911;2019;-0,048;0,2756893595013202
0262002911;2020;-0,047548713052642605;0,2883381226287897
0262002911;2021;-0,04455025224680137;0,2716618212960926
0262002911;2022;-0,04559800948482967;0,2697524184919965
0262002911;2023;-0,04440612221321961;0,2700530514813976
0262002911;2024;-0,04514202944835757;0,2698849030905129
0262002911;2025;-0,04501319579185679;0,2698849030905129
0264012190;2012;0,0084;0,2429653107941539
0264012190;2013;0,007;0,07145196804542063
0264012190;2014;0,0058;0,07302980748721252
0264012190;2015;0,0132;0,20444062845206246
0264012190;2016;0,0218;0,0061641551750126755
0264012190;2017;0,02;0,05468443888463516
0264012190;2018;0,0208;0,02487270934594557
0264012190;2019;0,0159;0,02307602539484313
0264012190;2020;0,016351286947357397;0,03572478852231267
0264012190;2021;0,01934974775319863;0,01904848718961555
0264012190;2022;0,018301990515170327;0,01713908438551945
0264012190;2023;0,01949387778678039;0,017439717374920533
0264012190;2024;0,018757970551642432;0,01727156898403584
0264012190;2025;0,01888680420814321;0,01727156898403584
0264056687;2014;-0,0059;0,4162962962962963
0264056687;2015;0,0002;0,13458209580729213
0264056687;2016;0,0003;0,07227616873984116
0264056687;2017;0,013;0,14583188486407564
0264056687;2018;-0,0029;0,03861802477554267
0264056687;2019;-0,0991;0,28277570631365584
0264056687;2020;-0,0986487130526426;0,2954244694411254
0264056687;2021;-0,09565025224680136;0,2787481681084283
0264056687;2022;-0,09669800948482966;0,27683876530433216
0264056687;2023;-0,09550612221321961;0,27713939829373324
0264056687;2024;-0,09624202944835757;0,27697124990284855
0264056687;2025;-0,09611319579185679;0,27697124990284855
0264057232;2015;0,0939;0,5588895692998571
0264057232;2016;0,024;0,4865268269383856
0264057232;2017;0,2525;0,6349184214196067
0264057232;2018;0,2537;0,5870590399829572
0264057232;2019;0,1369;0,8277263654509164
0264057232;2020;0,1373512869473574;0,8403751285783859
0264057232;2021;0,14034974775319864;0,8236988272456888
0264057232;2022;0,13930199051517034;0,8217894244415926
0264057232;2023;0,1404938777867804;0,8220900574309937
0264057232;2024;0,13975797055164244;0,8219219090401091
0264057232;2025;0,1398868042081432;0,8219219090401091
0264063204;2014;0,0003;0,08359803147673238
0264063204;2015;0,0008;0,09996228561931488
0264063204;2016;0,0002;0,6297721931269316
0264063204;2017;0,0008;0,4449008989783125
0264063204;2018;0,0011;0,6979469249379981
0264063204;2019;0,0067;0,3801125217455676
0264063204;2020;0,007151286947357397;0,39276128487303713
0264063204;2021;0,010149747753198629;0,37608498354034003
0264063204;2022;0,009101990515170326;0,3741755807362439
0264063204;2023;0,010293877786780389;0,374476213725645
0264063204;2024;0,009557970551642429;0,3743080653347603
0264063204;2025;0,009686804208143208;0,3743080653347603
0264064568;2015;0,0002;0,8462390181065551
0264064568;2016;0,0009;0,7281017104960767
0264064568;2017;0,0006;0,051946440975914034
0264064568;2018;-0,0005;0,02415937423874548
0264064568;2019;0,0004;0,07664348216288984
0264064568;2020;0,0008512869473573969;0,08929224529035938
0264064568;2021;0,00384974775319863;0,07261594395766226
